county,unsure1,precinct,contest,choice,party,total_votes,unsure2
PERSON,ROX4  ,ROXBORO 4                                                   ,SENATE DISTRICT 13,Wallace Bradsher,REP,246,0.014097222
PERSON,WDSD  ,WOODSDALE                                                   ,SENATE DISTRICT 13,Wallace Bradsher,REP,175,0.014097222
PERSON, ,absentee/provisional,SENATE DISTRICT 13,Wib Gulley,DEM,904,0.014097222
PERSON,ALVI  ,ALLENSVILLE                                                 ,SENATE DISTRICT 13,Wib Gulley,DEM,413,0.014097222
PERSON,CUCL  ,CUNNINGHAM/CHUB LAKE                                        ,SENATE DISTRICT 13,Wib Gulley,DEM,275,0.014097222
PERSON,HLWY  ,HOLLOWAY                                                    ,SENATE DISTRICT 13,Wib Gulley,DEM,191,0.014097222
PERSON,MTTZ  ,MT TIRZAH                                                   ,SENATE DISTRICT 13,Wib Gulley,DEM,380,0.014097222
PERSON,ROX1  ,ROXBORO 1                                                   ,SENATE DISTRICT 13,Wib Gulley,DEM,456,0.014097222
PERSON,RX1A  ,ROXBORO 1A                                                  ,SENATE DISTRICT 13,Wib Gulley,DEM,425,0.014097222
PERSON,ROX2  ,ROXBORO 2                                                   ,SENATE DISTRICT 13,Wib Gulley,DEM,388,0.014097222
PERSON,ROX3  ,ROXBORO 3                                                   ,SENATE DISTRICT 13,Wib Gulley,DEM,362,0.014097222
PERSON,ROX4  ,ROXBORO 4                                                   ,SENATE DISTRICT 13,Wib Gulley,DEM,334,0.014097222
PERSON,WDSD  ,WOODSDALE                                                   ,SENATE DISTRICT 13,Wib Gulley,DEM,202,0.014097222
PERSON, ,absentee/provisional,SENATE DISTRICT 21,Wiley P. Wooten,DEM,163,0.014097222
PERSON,BFRK  ,BUSHY FORK                                                  ,SENATE DISTRICT 21,Wiley P. Wooten,DEM,240,0.014097222
PERSON,FLRI  ,FLAT RIVER                                                  ,SENATE DISTRICT 21,Wiley P. Wooten,DEM,626,0.014097222
PERSON,HLWY  ,HOLLOWAY                                                    ,SENATE DISTRICT 21,Wiley P. Wooten,DEM,0,0.014097222
PERSON,HUML  ,HURDLE MILLS                                                ,SENATE DISTRICT 21,Wiley P. Wooten,DEM,165,0.014097222
PERSON,OLHI  ,OLIVE HILL                                                  ,SENATE DISTRICT 21,Wiley P. Wooten,DEM,240,0.014097222
PITT, ,absentee/provisional,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,1857,0.014097222
PITT,101,ARTHUR                                                      ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,1,0.014097222
PITT,0200A ,AYDEN A                                                     ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,506,0.014097222
PITT,0200B ,AYDEN B                                                     ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,292,0.014097222
PITT,501,CAROLINA                                                    ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,209,0.014097222
PITT,601,CHICOD                                                      ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,525,0.014097222
PITT,EDT   ,ELECTIONS ANNEX                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,277,0.014097222
PITT,701,FALKLAND                                                    ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,0,0.014097222
PITT,1510A ,GREENVILLE #10A                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,425,0.014097222
PITT,1510B ,GREENVILLE #10B                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,470,0.014097222
PITT,1511A ,GREENVILLE #11A                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,400,0.014097222
PITT,1511B ,GREENVILLE #11B                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,411,0.014097222
PITT,1512A ,GREENVILLE #12A                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,263,0.014097222
PITT,1512B ,GREENVILLE #12B                                             ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,405,0.014097222
PITT,1505A ,GREENVILLE #5A                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,132,0.014097222
PITT,1505B ,GREENVILLE #5B                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,97,0.014097222
PITT,1506,GREENVILLE #6                                               ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,147,0.014097222
PITT,1507A ,GREENVILLE #7A                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,155,0.014097222
PITT,1507B ,GREENVILLE #7B                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,168,0.014097222
PITT,1507C ,GREENVILLE #7C                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,292,0.014097222
PITT,1508A ,GREENVILLE #8A                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,156,0.014097222
PITT,1508B ,GREENVILLE #8B                                              ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,213,0.014097222
PITT,1509,GREENVILLE #9                                               ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,519,0.014097222
PITT,1001,GRIFTON                                                     ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,615,0.014097222
PITT,1101,GRIMESLAND                                                  ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,149,0.014097222
PITT,1201,PACTOLUS                                                    ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,414,0.014097222
PITT,1102A ,SIMPSON A                                                   ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,393,0.014097222
PITT,1102B ,SIMPSON B                                                   ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,372,0.014097222
PITT,1301,SWIFT CREEK                                                 ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,188,0.014097222
PITT,1403A ,WINTERVILLE CENTRAL A                                       ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,508,0.014097222
PITT,1403B ,WINTERVILLE CENTRAL B                                       ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,565,0.014097222
PITT,1402,WINTERVILLE EAST                                            ,SENATE DISTRICT 09,A. A. (Dick) Adams,REP,782,0.014097222
PERSON, ,absentee/provisional,SENATE DISTRICT 21,Hugh Webster,REP,268,0.014097222
PERSON,BFRK  ,BUSHY FORK                                                  ,SENATE DISTRICT 21,Hugh Webster,REP,299,0.014097222
PERSON,FLRI  ,FLAT RIVER                                                  ,SENATE DISTRICT 21,Hugh Webster,REP,755,0.014097222
PERSON,HUML  ,HURDLE MILLS                                                ,SENATE DISTRICT 21,Hugh Webster,REP,190,0.014097222
PERSON,OLHI  ,OLIVE HILL                                                  ,SENATE DISTRICT 21,Hugh Webster,REP,396,0.014097222
PERSON, ,absentee/provisional,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,816,0.014097222
PERSON,ALVI  ,ALLENSVILLE                                                 ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,374,0.014097222
PERSON,CUCL  ,CUNNINGHAM/CHUB LAKE                                        ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,294,0.014097222
PERSON,HLWY  ,HOLLOWAY                                                    ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,180,0.014097222
PERSON,MTTZ  ,MT TIRZAH                                                   ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,368,0.014097222
PERSON,ROX1  ,ROXBORO 1                                                   ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,474,0.014097222
PERSON,RX1A  ,ROXBORO 1A                                                  ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,392,0.014097222
PERSON,ROX2  ,ROXBORO 2                                                   ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,347,0.014097222
PERSON,ROX3  ,ROXBORO 3                                                   ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,381,0.014097222
PERSON,ROX4  ,ROXBORO 4                                                   ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,318,0.014097222
PERSON,WDSD  ,WOODSDALE                                                   ,SENATE DISTRICT 13,Jeanne H. Lucas,DEM,210,0.014097222
PERQUIMANS, ,absentee/provisional,SENATE DISTRICT 01,Marc Basnight,DEM,345,0.014097222
PERQUIMANS,BELVID,BELVIDERE                                                   ,SENATE DISTRICT 01,Marc Basnight,DEM,235,0.014097222
PERQUIMANS,BETHEL,BETHEL                                                      ,SENATE DISTRICT 01,Marc Basnight,DEM,538,0.014097222
PERQUIMANS,EAST H,EAST HERTFORD                                               ,SENATE DISTRICT 01,Marc Basnight,DEM,396,0.014097222
PERQUIMANS,NEW HO,NEW HOPE                                                    ,SENATE DISTRICT 01,Marc Basnight,DEM,518,0.014097222
PERQUIMANS,NICANO,NICANOR                                                     ,SENATE DISTRICT 01,Marc Basnight,DEM,98,0.014097222
PERQUIMANS,PARKVI,PARKVILLE                                                   ,SENATE DISTRICT 01,Marc Basnight,DEM,531,0.014097222
PERQUIMANS,WEST H,WEST HERTFORD                                               ,SENATE DISTRICT 01,Marc Basnight,DEM,301,0.014097222
PERQUIMANS, ,absentee/provisional,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,213,0.014097222
PERQUIMANS,BELVID,BELVIDERE                                                   ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,84,0.014097222
PERQUIMANS,BETHEL,BETHEL                                                      ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,367,0.014097222
PERQUIMANS,EAST H,EAST HERTFORD                                               ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,86,0.014097222
PERQUIMANS,NEW HO,NEW HOPE                                                    ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,260,0.014097222
PERQUIMANS,NICANO,NICANOR                                                     ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,23,0.014097222
PERQUIMANS,PARKVI,PARKVILLE                                                   ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,164,0.014097222
PERQUIMANS,WEST H,WEST HERTFORD                                               ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,80,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 04,Patrick J. Ballantine,REP,335,0.014097222
PENDER,LT14  ,LOWER TOPSAIL                                               ,SENATE DISTRICT 04,Patrick J. Ballantine,REP,1269,0.014097222
PENDER,NB01  ,NORTH BURGAW                                                ,SENATE DISTRICT 04,Patrick J. Ballantine,REP,0,0.014097222
PENDER,SH12  ,SCOTTS HILL                                                 ,SENATE DISTRICT 04,Patrick J. Ballantine,REP,614,0.014097222
PENDER,SC13  ,SURF CITY                                                   ,SENATE DISTRICT 04,Patrick J. Ballantine,REP,658,0.014097222
PENDER,UT15  ,UPPER TOPSAIL                                               ,SENATE DISTRICT 04,Patrick J. Ballantine,REP,1090,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,8,0.014097222
PENDER,CT03  ,CANETUCK                                                    ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,3,0.014097222
PENDER,CS04  ,CASWELL                                                     ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,13,0.014097222
PENDER,CL05  ,COLUMBIA                                                    ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,9,0.014097222
PENDER,GR06  ,GRADY                                                       ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,21,0.014097222
PENDER,SB02  ,SOUTH BURGAW                                                ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,30,0.014097222
PENDER,UH08  ,UPPER HOLLY                                                 ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,2,0.014097222
PENDER,UU17  ,UPPER UNION                                                 ,SENATE DISTRICT 07,Stephen Cowles Shepherd,LIB,11,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,141,0.014097222
PENDER,CT03  ,CANETUCK                                                    ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,29,0.014097222
PENDER,CS04  ,CASWELL                                                     ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,144,0.014097222
PENDER,CL05  ,COLUMBIA                                                    ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,165,0.014097222
PENDER,GR06  ,GRADY                                                       ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,197,0.014097222
PENDER,SB02  ,SOUTH BURGAW                                                ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,472,0.014097222
PENDER,UH08  ,UPPER HOLLY                                                 ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,56,0.014097222
PENDER,UU17  ,UPPER UNION                                                 ,SENATE DISTRICT 07,Thomas R. (Tom) Mattison,REP,155,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 04,Louise McColl,DEM,122,0.014097222
PENDER,LT14  ,LOWER TOPSAIL                                               ,SENATE DISTRICT 04,Louise McColl,DEM,564,0.014097222
PENDER,SH12  ,SCOTTS HILL                                                 ,SENATE DISTRICT 04,Louise McColl,DEM,201,0.014097222
PENDER,SC13  ,SURF CITY                                                   ,SENATE DISTRICT 04,Louise McColl,DEM,471,0.014097222
PENDER,UT15  ,UPPER TOPSAIL                                               ,SENATE DISTRICT 04,Louise McColl,DEM,473,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,156,0.014097222
PENDER,CT03  ,CANETUCK                                                    ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,98,0.014097222
PENDER,CS04  ,CASWELL                                                     ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,251,0.014097222
PENDER,CL05  ,COLUMBIA                                                    ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,425,0.014097222
PENDER,GR06  ,GRADY                                                       ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,343,0.014097222
PENDER,SB02  ,SOUTH BURGAW                                                ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,632,0.014097222
PENDER,UH08  ,UPPER HOLLY                                                 ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,386,0.014097222
PENDER,UU17  ,UPPER UNION                                                 ,SENATE DISTRICT 07,"Luther Henry Jordan, Jr.",DEM,322,0.014097222
PASQUOTANK,MH    ,MT  HERMON                                                  ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,299,0.014097222
PASQUOTANK,NEW   ,NEWLAND                                                     ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,113,0.014097222
PASQUOTANK,NIX   ,NIXONTON                                                    ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,291,0.014097222
PASQUOTANK,PRO   ,PROVIDENCE                                                  ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,449,0.014097222
PASQUOTANK,SAL   ,SALEM                                                       ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,122,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 05,Charles W. Albertson,DEM,195,0.014097222
PENDER,LC09  ,LONG CREEK                                                  ,SENATE DISTRICT 05,Charles W. Albertson,DEM,320,0.014097222
PENDER,LU16  ,LOWER UNION                                                 ,SENATE DISTRICT 05,Charles W. Albertson,DEM,221,0.014097222
PENDER,MH07  ,MIDDLE HOLLY                                                ,SENATE DISTRICT 05,Charles W. Albertson,DEM,65,0.014097222
PENDER,NB01  ,NORTH BURGAW                                                ,SENATE DISTRICT 05,Charles W. Albertson,DEM,423,0.014097222
PENDER,PL10  ,PENDERLEA                                                   ,SENATE DISTRICT 05,Charles W. Albertson,DEM,128,0.014097222
PENDER,RP11  ,ROCKY POINT                                                 ,SENATE DISTRICT 05,Charles W. Albertson,DEM,770,0.014097222
PENDER, ,absentee/provisional,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,183,0.014097222
PENDER,LC09  ,LONG CREEK                                                  ,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,293,0.014097222
PENDER,LU16  ,LOWER UNION                                                 ,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,194,0.014097222
PENDER,MH07  ,MIDDLE HOLLY                                                ,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,64,0.014097222
PENDER,NB01  ,NORTH BURGAW                                                ,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,269,0.014097222
PENDER,PL10  ,PENDERLEA                                                   ,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,102,0.014097222
PENDER,RP11  ,ROCKY POINT                                                 ,SENATE DISTRICT 05,Cynthia (Cindy) B. Watson,REP,731,0.014097222
PASQUOTANK,1-A   ,1-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,169,0.014097222
PASQUOTANK,1-B   ,1-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,391,0.014097222
PASQUOTANK,2-A   ,2-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,306,0.014097222
PASQUOTANK,2-B   ,2-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,307,0.014097222
PASQUOTANK,3-A   ,3-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,324,0.014097222
PASQUOTANK,3-B   ,3-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,559,0.014097222
PASQUOTANK,4-A   ,4-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,315,0.014097222
PASQUOTANK,4-B   ,4-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,Marc Basnight,DEM,498,0.014097222
PASQUOTANK, ,absentee/provisional,SENATE DISTRICT 01,Marc Basnight,DEM,2336,0.014097222
PASQUOTANK,MH    ,MT  HERMON                                                  ,SENATE DISTRICT 01,Marc Basnight,DEM,573,0.014097222
PASQUOTANK,NEW   ,NEWLAND                                                     ,SENATE DISTRICT 01,Marc Basnight,DEM,471,0.014097222
PASQUOTANK,NIX   ,NIXONTON                                                    ,SENATE DISTRICT 01,Marc Basnight,DEM,551,0.014097222
PASQUOTANK,PRO   ,PROVIDENCE                                                  ,SENATE DISTRICT 01,Marc Basnight,DEM,684,0.014097222
PASQUOTANK,SAL   ,SALEM                                                       ,SENATE DISTRICT 01,Marc Basnight,DEM,264,0.014097222
PASQUOTANK,1-A   ,1-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,105,0.014097222
PASQUOTANK,1-B   ,1-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,115,0.014097222
PASQUOTANK,2-A   ,2-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,96,0.014097222
PASQUOTANK,2-B   ,2-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,176,0.014097222
PASQUOTANK,3-A   ,3-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,76,0.014097222
PASQUOTANK,3-B   ,3-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,17,0.014097222
PASQUOTANK,4-A   ,4-A ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,10,0.014097222
PASQUOTANK,4-B   ,4-B ELIZABETH CITY                                          ,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,86,0.014097222
PASQUOTANK, ,absentee/provisional,SENATE DISTRICT 01,"Ronald W. Toppin, Sr.",REP,1007,0.014097222
PAMLICO, ,absentee/provisional,SENATE DISTRICT 03,Scott Thomas,DEM,513,0.014097222
PAMLICO,1AL   ,ALLIANCE                                                    ,SENATE DISTRICT 03,Scott Thomas,DEM,385,0.014097222
PAMLICO,5AP   ,ARAPAHOE                                                    ,SENATE DISTRICT 03,Scott Thomas,DEM,464,0.014097222
PAMLICO,3BY   ,BAYBORO                                                     ,SENATE DISTRICT 03,Scott Thomas,DEM,446,0.014097222
PAMLICO,4HB   ,HOBUCKEN                                                    ,SENATE DISTRICT 03,Scott Thomas,DEM,80,0.014097222
PAMLICO,2OT   ,ORIENTAL                                                    ,SENATE DISTRICT 03,Scott Thomas,DEM,508,0.014097222
PAMLICO,1RB   ,REELSBORO                                                   ,SENATE DISTRICT 03,Scott Thomas,DEM,317,0.014097222
PAMLICO,2SW   ,STONEWALL                                                   ,SENATE DISTRICT 03,Scott Thomas,DEM,162,0.014097222
PAMLICO,4VM   ,VANDEMERE                                                   ,SENATE DISTRICT 03,Scott Thomas,DEM,237,0.014097222
PAMLICO, ,absentee/provisional,SENATE DISTRICT 03,David G. Hipps,REP,519,0.014097222
PAMLICO,1AL   ,ALLIANCE                                                    ,SENATE DISTRICT 03,David G. Hipps,REP,231,0.014097222
PAMLICO,5AP   ,ARAPAHOE                                                    ,SENATE DISTRICT 03,David G. Hipps,REP,328,0.014097222
PAMLICO,3BY   ,BAYBORO                                                     ,SENATE DISTRICT 03,David G. Hipps,REP,127,0.014097222
PAMLICO,4HB   ,HOBUCKEN                                                    ,SENATE DISTRICT 03,David G. Hipps,REP,80,0.014097222
PAMLICO,2OT   ,ORIENTAL                                                    ,SENATE DISTRICT 03,David G. Hipps,REP,374,0.014097222
PAMLICO,1RB   ,REELSBORO                                                   ,SENATE DISTRICT 03,David G. Hipps,REP,222,0.014097222
PAMLICO,2SW   ,STONEWALL                                                   ,SENATE DISTRICT 03,David G. Hipps,REP,60,0.014097222
PAMLICO,4VM   ,VANDEMERE                                                   ,SENATE DISTRICT 03,David G. Hipps,REP,54,0.014097222
ORANGE, ,absentee/provisional,SENATE DISTRICT 16,Vickie Hargrove,REP,2925,0.014097222
ORANGE,BP    ,BATTLE PARK                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,97,0.014097222
ORANGE,BC    ,BOOKER CREEK                                                ,SENATE DISTRICT 16,Vickie Hargrove,REP,173,0.014097222
ORANGE,CW    ,CALDWELL                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,675,0.014097222
ORANGE,CP    ,CAMERON PARK                                                ,SENATE DISTRICT 16,Vickie Hargrove,REP,480,0.014097222
ORANGE,CA    ,CARR                                                        ,SENATE DISTRICT 16,Vickie Hargrove,REP,200,0.014097222
ORANGE,CB    ,CARRBORO                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,143,0.014097222
ORANGE,CF    ,CEDAR FALLS                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,366,0.014097222
ORANGE,CG    ,CEDAR GROVE                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,299,0.014097222
ORANGE,CX    ,CHEEKS                                                      ,SENATE DISTRICT 16,Vickie Hargrove,REP,583,0.014097222
ORANGE,CH    ,COKER HILLS                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,127,0.014097222
ORANGE,CS    ,COLES STORE                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,476,0.014097222
ORANGE,CO    ,COLONIAL HEIGHTS                                            ,SENATE DISTRICT 16,Vickie Hargrove,REP,208,0.014097222
ORANGE,CC    ,COUNTRY CLUB                                                ,SENATE DISTRICT 16,Vickie Hargrove,REP,196,0.014097222
ORANGE,DM    ,DAMASCUS                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,284,0.014097222
ORANGE,DA    ,DOGWOOD ACRES                                               ,SENATE DISTRICT 16,Vickie Hargrove,REP,312,0.014097222
ORANGE,EA    ,EAST FRANKLIN                                               ,SENATE DISTRICT 16,Vickie Hargrove,REP,179,0.014097222
ORANGE,ES    ,EASTSIDE                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,164,0.014097222
ORANGE,EF    ,EFLAND                                                      ,SENATE DISTRICT 16,Vickie Hargrove,REP,357,0.014097222
ORANGE,ENO   ,ENO                                                         ,SENATE DISTRICT 16,Vickie Hargrove,REP,655,0.014097222
ORANGE,EH    ,ESTES HILLS                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,238,0.014097222
ORANGE,GL    ,GLENWOOD                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,172,0.014097222
ORANGE,GB    ,GRADY BROWN                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,495,0.014097222
ORANGE,GR    ,GREENWOOD                                                   ,SENATE DISTRICT 16,Vickie Hargrove,REP,162,0.014097222
ORANGE,H     ,HILLSBOROUGH                                                ,SENATE DISTRICT 16,Vickie Hargrove,REP,142,0.014097222
ORANGE,KM    ,KINGS MILL                                                  ,SENATE DISTRICT 16,Vickie Hargrove,REP,237,0.014097222
ORANGE,LI    ,LINCOLN                                                     ,SENATE DISTRICT 16,Vickie Hargrove,REP,157,0.014097222
ORANGE,LC    ,LIONS CLUB                                                  ,SENATE DISTRICT 16,Vickie Hargrove,REP,240,0.014097222
ORANGE,MF    ,MASON FARM                                                  ,SENATE DISTRICT 16,Vickie Hargrove,REP,158,0.014097222
ORANGE,NC    ,NORTH CARRBORO                                              ,SENATE DISTRICT 16,Vickie Hargrove,REP,271,0.014097222
ORANGE,NS    ,NORTHSIDE                                                   ,SENATE DISTRICT 16,Vickie Hargrove,REP,92,0.014097222
