County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes
ALAMANCE,11/3/15,35,10005,C,TOWN OF ELON ALDERMAN,Write-In (Miscellaneous),,3,0,0,0,0,0
ALAMANCE,11/3/15,03C,10005,C,TOWN OF ELON ALDERMAN,Write-In (Miscellaneous),,3,0,0,0,0,0
ALAMANCE,11/3/15,03N2,10005,C,TOWN OF ELON ALDERMAN,Write-In (Miscellaneous),,3,0,0,0,0,0
ALAMANCE,11/3/15,03N,10005,C,TOWN OF ELON ALDERMAN,Write-In (Miscellaneous),,3,8,0,0,0,8
ALAMANCE,11/3/15,64,10008,C,CITY OF GRAHAM MAYOR,Grace Maynard Baldwin,,1,19,6,0,0,25
ALAMANCE,11/3/15,06E,10008,C,CITY OF GRAHAM MAYOR,Grace Maynard Baldwin,,1,20,6,0,0,26
ALAMANCE,11/3/15,06N,10008,C,CITY OF GRAHAM MAYOR,Grace Maynard Baldwin,,1,20,5,0,0,25
ALAMANCE,11/3/15,06S,10008,C,CITY OF GRAHAM MAYOR,Grace Maynard Baldwin,,1,31,6,1,0,38
ALAMANCE,11/3/15,103,10008,C,CITY OF GRAHAM MAYOR,Grace Maynard Baldwin,,1,0,0,0,0,0
ALAMANCE,11/3/15,103,10008,C,CITY OF GRAHAM MAYOR,Jerry Peterman,,1,2,0,0,0,2
ALAMANCE,11/3/15,06S,10008,C,CITY OF GRAHAM MAYOR,Jerry Peterman,,1,99,38,0,0,137
ALAMANCE,11/3/15,06N,10008,C,CITY OF GRAHAM MAYOR,Jerry Peterman,,1,79,19,0,0,98
ALAMANCE,11/3/15,06E,10008,C,CITY OF GRAHAM MAYOR,Jerry Peterman,,1,144,59,0,0,203
ALAMANCE,11/3/15,64,10008,C,CITY OF GRAHAM MAYOR,Jerry Peterman,,1,178,97,0,0,275
ALAMANCE,11/3/15,64,10008,C,CITY OF GRAHAM MAYOR,Write-In (Miscellaneous),,1,0,1,0,0,1
ALAMANCE,11/3/15,06E,10008,C,CITY OF GRAHAM MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ALAMANCE,11/3/15,06N,10008,C,CITY OF GRAHAM MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ALAMANCE,11/3/15,06S,10008,C,CITY OF GRAHAM MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ALAMANCE,11/3/15,103,10008,C,CITY OF GRAHAM MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ALAMANCE,11/3/15,103,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Griffin McClure,,2,1,0,0,0,1
ALAMANCE,11/3/15,06S,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Griffin McClure,,2,93,22,0,0,115
ALAMANCE,11/3/15,06N,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Griffin McClure,,2,60,18,0,0,78
ALAMANCE,11/3/15,06E,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Griffin McClure,,2,119,48,0,0,167
ALAMANCE,11/3/15,64,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Griffin McClure,,2,145,83,0,0,228
ALAMANCE,11/3/15,64,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Lee Kimrey,,2,138,56,0,0,194
ALAMANCE,11/3/15,06E,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Lee Kimrey,,2,90,35,0,0,125
ALAMANCE,11/3/15,06N,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Lee Kimrey,,2,65,18,0,0,83
ALAMANCE,11/3/15,06S,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Lee Kimrey,,2,81,32,0,0,113
ALAMANCE,11/3/15,103,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Lee Kimrey,,2,1,0,0,0,1
ALAMANCE,11/3/15,103,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Mickey Cheek,,2,2,0,0,0,2
ALAMANCE,11/3/15,06S,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Mickey Cheek,,2,36,10,1,0,47
ALAMANCE,11/3/15,06N,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Mickey Cheek,,2,32,10,0,0,42
ALAMANCE,11/3/15,06E,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Mickey Cheek,,2,61,20,0,0,81
ALAMANCE,11/3/15,64,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Mickey Cheek,,2,40,22,0,0,62
ALAMANCE,11/3/15,64,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Steve Sumner,,2,32,23,0,0,55
ALAMANCE,11/3/15,06E,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Steve Sumner,,2,33,12,0,0,45
ALAMANCE,11/3/15,06N,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Steve Sumner,,2,17,2,0,0,19
ALAMANCE,11/3/15,06S,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Steve Sumner,,2,22,6,0,0,28
ALAMANCE,11/3/15,103,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Steve Sumner,,2,0,0,0,0,0
ALAMANCE,11/3/15,103,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Tommy Bruton,,2,0,0,0,0,0
ALAMANCE,11/3/15,06S,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Tommy Bruton,,2,22,8,0,0,30
ALAMANCE,11/3/15,06N,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Tommy Bruton,,2,15,0,0,0,15
ALAMANCE,11/3/15,06E,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Tommy Bruton,,2,15,11,0,0,26
ALAMANCE,11/3/15,64,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Tommy Bruton,,2,23,8,0,0,31
ALAMANCE,11/3/15,64,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,06E,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Write-In (Miscellaneous),,2,1,0,0,0,1
ALAMANCE,11/3/15,06N,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,06S,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,103,10009,C,CITY OF GRAHAM COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,11,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Larry McCollum,,3,21,0,0,0,21
ALAMANCE,11/3/15,13,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Larry McCollum,,3,46,4,0,0,50
ALAMANCE,11/3/15,13,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Nija Johnson (Write-In),,3,44,0,0,0,44
ALAMANCE,11/3/15,11,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Nija Johnson (Write-In),,3,10,0,0,0,10
ALAMANCE,11/3/15,11,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Remonia Enoch,,3,28,0,0,0,28
ALAMANCE,11/3/15,13,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Remonia Enoch,,3,58,3,0,0,61
ALAMANCE,11/3/15,13,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Richard Lee Woods,,3,70,10,0,0,80
ALAMANCE,11/3/15,11,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Richard Lee Woods,,3,25,0,0,0,25
ALAMANCE,11/3/15,11,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Theodore Howard,,3,26,0,0,0,26
ALAMANCE,11/3/15,13,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Theodore Howard,,3,74,11,0,0,85
ALAMANCE,11/3/15,13,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Write-In (Miscellaneous),,3,1,7,0,0,8
ALAMANCE,11/3/15,11,10010,C,TOWN OF GREEN LEVEL COUNCIL MEMBER,Write-In (Miscellaneous),,3,0,0,0,0,0
ALAMANCE,11/3/15,13,10011,C,TOWN OF HAW RIVER MAYOR,Buddy Edward Boggs,,1,148,3,1,0,152
ALAMANCE,11/3/15,5,10011,C,TOWN OF HAW RIVER MAYOR,Buddy Edward Boggs,,1,0,0,0,0,0
ALAMANCE,11/3/15,5,10011,C,TOWN OF HAW RIVER MAYOR,Kelly Allen (Write-In),,1,0,0,0,0,0
ALAMANCE,11/3/15,13,10011,C,TOWN OF HAW RIVER MAYOR,Kelly Allen (Write-In),,1,10,0,0,0,10
ALAMANCE,11/3/15,13,10011,C,TOWN OF HAW RIVER MAYOR,Write-In (Miscellaneous),,1,8,0,0,0,8
ALAMANCE,11/3/15,5,10011,C,TOWN OF HAW RIVER MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ALAMANCE,11/3/15,5,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Ashley Warren,,2,0,0,0,0,0
ALAMANCE,11/3/15,13,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Ashley Warren,,2,86,1,0,0,87
ALAMANCE,11/3/15,13,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Lee Lovette,,2,94,3,0,0,97
ALAMANCE,11/3/15,5,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Lee Lovette,,2,0,0,0,0,0
ALAMANCE,11/3/15,5,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Steve Lineberry,,2,0,0,0,0,0
ALAMANCE,11/3/15,13,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Steve Lineberry,,2,163,4,2,0,169
ALAMANCE,11/3/15,13,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,5,10012,C,TOWN OF HAW RIVER COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,4,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Billy Carter,,3,25,0,0,0,25
ALAMANCE,11/3/15,35,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Billy Carter,,3,0,0,0,0,0
ALAMANCE,11/3/15,35,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Danny Sutton,,3,0,0,0,0,0
ALAMANCE,11/3/15,4,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Danny Sutton,,3,19,0,0,0,19
ALAMANCE,11/3/15,4,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Ernest (Smokey) Bare,,3,24,0,0,0,24
ALAMANCE,11/3/15,35,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Ernest (Smokey) Bare,,3,0,0,0,0,0
ALAMANCE,11/3/15,35,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Paul Farris,,3,0,0,0,0,0
ALAMANCE,11/3/15,4,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Paul Farris,,3,14,0,1,0,15
ALAMANCE,11/3/15,4,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Royce Fargis,,3,15,0,0,0,15
ALAMANCE,11/3/15,35,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Royce Fargis,,3,0,0,0,0,0
ALAMANCE,11/3/15,35,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Write-In (Miscellaneous),,3,0,0,0,0,0
ALAMANCE,11/3/15,4,10015,C,TOWN OF OSSIPEE COUNCIL MEMBER,Write-In (Miscellaneous),,3,1,0,0,0,1
ALAMANCE,11/3/15,103,10016,C,TOWN OF SWEPSONVILLE COUNCIL MEMBER,Doug Scott (Write-In),,2,0,0,0,0,0
ALAMANCE,11/3/15,09N,10016,C,TOWN OF SWEPSONVILLE COUNCIL MEMBER,Doug Scott (Write-In),,2,8,0,0,0,8
ALAMANCE,11/3/15,09N,10016,C,TOWN OF SWEPSONVILLE COUNCIL MEMBER,Virginia Gail Miller,,2,38,1,0,0,39
ALAMANCE,11/3/15,103,10016,C,TOWN OF SWEPSONVILLE COUNCIL MEMBER,Virginia Gail Miller,,2,8,0,0,0,8
ALAMANCE,11/3/15,103,10016,C,TOWN OF SWEPSONVILLE COUNCIL MEMBER,Write-In (Miscellaneous),,2,1,0,0,0,1
ALAMANCE,11/3/15,09N,10016,C,TOWN OF SWEPSONVILLE COUNCIL MEMBER,Write-In (Miscellaneous),,2,6,0,0,0,6
ALAMANCE,11/3/15,06W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,32,4,0,0,36
ALAMANCE,11/3/15,64,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,15,1,0,0,16
ALAMANCE,11/3/15,63,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,59,5,2,0,66
ALAMANCE,11/3/15,03W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,0,0,0,0,0
ALAMANCE,11/3/15,03S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,203,19,1,0,223
ALAMANCE,11/3/15,03C,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,249,27,0,0,276
ALAMANCE,11/3/15,12N,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,65,7,0,0,72
ALAMANCE,11/3/15,12S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,18,4,1,0,23
ALAMANCE,11/3/15,1210,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,56,5,0,0,61
ALAMANCE,11/3/15,124,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,104,15,0,0,119
ALAMANCE,11/3/15,125,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,153,11,2,0,166
ALAMANCE,11/3/15,126,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,244,21,4,0,269
ALAMANCE,11/3/15,127,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,72,0,0,0,72
ALAMANCE,11/3/15,128,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,36,3,0,0,39
ALAMANCE,11/3/15,129,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,94,17,0,0,111
ALAMANCE,11/3/15,12E,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,27,0,0,0,27
ALAMANCE,11/3/15,12W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Bob Ward,,2,156,20,0,0,176
ALAMANCE,11/3/15,12W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,251,31,0,0,282
ALAMANCE,11/3/15,12E,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,31,2,0,0,33
ALAMANCE,11/3/15,129,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,66,12,3,0,81
ALAMANCE,11/3/15,128,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,45,2,0,0,47
ALAMANCE,11/3/15,127,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,30,5,0,0,35
ALAMANCE,11/3/15,126,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,277,27,2,0,306
ALAMANCE,11/3/15,125,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,128,15,0,0,143
ALAMANCE,11/3/15,124,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,135,10,1,0,146
ALAMANCE,11/3/15,1210,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,59,9,0,0,68
ALAMANCE,11/3/15,12S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,32,3,0,0,35
ALAMANCE,11/3/15,12N,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,55,9,0,0,64
ALAMANCE,11/3/15,03C,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,351,27,0,0,378
ALAMANCE,11/3/15,03S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,246,25,1,0,272
ALAMANCE,11/3/15,03W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,0,0,0,0,0
ALAMANCE,11/3/15,63,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,72,5,2,0,79
ALAMANCE,11/3/15,64,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,29,3,2,0,34
ALAMANCE,11/3/15,06W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kathy Hykes,,2,30,7,0,0,37
ALAMANCE,11/3/15,06W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,20,8,0,0,28
ALAMANCE,11/3/15,64,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,21,4,2,0,27
ALAMANCE,11/3/15,63,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,120,12,0,0,132
ALAMANCE,11/3/15,03W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,0,0,0,0,0
ALAMANCE,11/3/15,03S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,137,21,0,0,158
ALAMANCE,11/3/15,03C,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,87,7,0,0,94
ALAMANCE,11/3/15,12N,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,281,19,0,0,300
ALAMANCE,11/3/15,12S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,47,5,0,0,52
ALAMANCE,11/3/15,1210,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,50,6,0,0,56
ALAMANCE,11/3/15,124,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,88,9,1,0,98
ALAMANCE,11/3/15,125,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,50,8,0,0,58
ALAMANCE,11/3/15,126,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,71,12,4,0,87
ALAMANCE,11/3/15,127,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,199,13,0,0,212
ALAMANCE,11/3/15,128,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,52,8,0,0,60
ALAMANCE,11/3/15,129,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,42,5,3,0,50
ALAMANCE,11/3/15,12E,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,48,3,0,0,51
ALAMANCE,11/3/15,12W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Kendal McBroom,,2,95,8,1,0,104
ALAMANCE,11/3/15,12W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,164,10,1,0,175
ALAMANCE,11/3/15,12E,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,19,1,0,0,20
ALAMANCE,11/3/15,129,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,50,6,0,0,56
ALAMANCE,11/3/15,128,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,31,4,0,0,35
ALAMANCE,11/3/15,127,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,17,3,0,0,20
ALAMANCE,11/3/15,126,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,181,15,0,0,196
ALAMANCE,11/3/15,125,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,85,5,2,0,92
ALAMANCE,11/3/15,124,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,102,22,0,0,124
ALAMANCE,11/3/15,1210,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,44,4,0,0,48
ALAMANCE,11/3/15,12S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,6,3,0,0,9
ALAMANCE,11/3/15,12N,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,15,0,0,0,15
ALAMANCE,11/3/15,03C,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,292,26,0,0,318
ALAMANCE,11/3/15,03S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,194,21,0,0,215
ALAMANCE,11/3/15,03W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,0,0,0,0,0
ALAMANCE,11/3/15,63,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,36,7,0,0,43
ALAMANCE,11/3/15,64,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,13,1,0,0,14
ALAMANCE,11/3/15,06W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Patrick Mills,,2,21,7,0,0,28
ALAMANCE,11/3/15,06W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,2,0,0,2
ALAMANCE,11/3/15,64,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,63,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,1,0,0,0,1
ALAMANCE,11/3/15,03W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,03S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,12,0,0,0,12
ALAMANCE,11/3/15,03C,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,7,0,0,0,7
ALAMANCE,11/3/15,12N,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,12S,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,4,0,0,0,4
ALAMANCE,11/3/15,1210,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,124,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,8,0,0,0,8
ALAMANCE,11/3/15,125,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,2,0,0,0,2
ALAMANCE,11/3/15,126,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,1,0,0,0,1
ALAMANCE,11/3/15,127,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,128,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,129,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,1,0,0,0,1
ALAMANCE,11/3/15,12E,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
ALAMANCE,11/3/15,12W,411161,C,CITY OF BURLINGTON COUNCIL MEMBER,Write-In (Miscellaneous),,2,2,2,0,0,4
ALAMANCE,11/3/15,12W,411162,C,CITY OF BURLINGTON MAYOR,Ian Baltutis,,1,203,26,1,0,230
ALAMANCE,11/3/15,12E,411162,C,CITY OF BURLINGTON MAYOR,Ian Baltutis,,1,43,2,0,0,45
ALAMANCE,11/3/15,129,411162,C,CITY OF BURLINGTON MAYOR,Ian Baltutis,,1,65,7,3,0,75
ALAMANCE,11/3/15,128,411162,C,CITY OF BURLINGTON MAYOR,Ian Baltutis,,1,50,11,0,0,61
